mode,value,lift_indices,lift_slacks
9149,70298091/50000000,3049;22732;42415,187033/20000000;9239259/50000000;0
9152,2174118209/100000000,3050;22733;42416,76723981/12500000;0;42341999/100000000
9155,819748081/100000000,3051;22734;42417,0;47948511/100000000;37960459/100000000
9158,364592863/50000000,3052;22735;42418,4945513/10000000;36683749/100000000;0
9161,186715931/50000000,3053;22736;42419,0;4297313/25000000;13959449/50000000
9164,705537309/100000000,3054;22737;42420,5827303/10000000;0;31891193/100000000
9167,64645603/25000000,3055;22738;42421,2247069/10000000;0;14909383/100000000
9170,1860807377/100000000,3056;22739;42422,113723143/20000000;0;162500801/100000000
9173,260190603/20000000,3057;22740;42423,41346913/50000000;0;96511323/100000000
9176,140854527/100000000,3058;22741;42424,0;18755129/100000000;12248523/100000000
9179,1052397997/100000000,3059;22742;42425,8605779/25000000;4287689/4000000;0
9182,251502369/50000000,3060;22743;42426,5384087/50000000;582131/50000000;0
9185,115538357/50000000,3061;22744;42427,13083293/100000000;2570221/50000000;0
9188,533742347/100000000,3062;22745;42428,13359003/12500000;35233/2500000;0
9191,85532533/20000000,3063;22746;42429,0;17607837/100000000;834079/20000000
9194,26175697/20000000,3064;22747;42430,0;8587189/100000000;7903077/100000000
9197,1363933133/100000000,3065;22748;42431,1172573/10000000;0;210966899/100000000
9200,603077121/100000000,3066;22749;42432,0;8477417/25000000;554651/5000000
9203,113372403/50000000,3067;22750;42433,0;16151631/50000000;2784777/12500000
9206,15076181/3125000,3068;22751;42434,79724201/100000000;0;843331/1250000
9209,760023381/100000000,3069;22752;42435,231157/3125000;0;7430053/50000000
9212,241335243/100000000,3070;22753;42436,4431671/100000000;0;45642399/100000000
9215,167470617/50000000,3071;22754;42437,3252087/20000000;0;35196429/100000000
9218,289753079/50000000,3072;22755;42438,71756321/100000000;0;11852883/100000000
9221,148458891/100000000,3073;22756;42439,16307019/100000000;0;1405627/25000000
9224,1134199819/100000000,3074;22757;42440,0;19303813/50000000;189825211/100000000
9227,1916847937/50000000,3075;22758;42441,0;295757887/100000000;1511327911/100000000
9230,138484293/100000000,3076;22759;42442,18722503/100000000;14675709/100000000;0
9233,145524323/12500000,3077;22760;42443,0;31592249/20000000;1893287/4000000
9236,30688057/4000000,3078;22761;42444,18455523/50000000;0;5491293/100000000
9239,386159293/100000000,3079;22762;42445,25005823/100000000;21397791/100000000;0
9242,495883007/100000000,3080;22763;42446,1663443/100000000;18554833/100000000;0
9245,7737119/2000000,3081;22764;42447,7178537/25000000;0;10060113/50000000
9248,313445261/100000000,3082;22765;42448,0;10747861/50000000;3028407/10000000
9251,323198239/50000000,3083;22766;42449,10468621/50000000;0;148331/100000000
9254,1731371049/100000000,3084;22767;42450,37425533/50000000;2589361/25000000;0
9257,146136753/100000000,3085;22768;42451,0;716017/20000000;9141921/50000000
9260,473794163/50000000,3086;22769;42452,1666817/100000000;4745631/25000000;0
9263,39795163/10000000,3087;22770;42453,0;45153567/100000000;1314319/12500000
9266,196993601/100000000,3088;22771;42454,0;18194769/100000000;14641/6250000
9269,29610511/10000000,3089;22772;42455,96371/1562500;1836741/50000000;0
9272,35248967/3125000,3090;22773;42456,334623/25000000;6123323/50000000;0
9275,259240097/100000000,3091;22774;42457,0;14878233/50000000;3698201/50000000
9278,45411941/6250000,3092;22775;42458,0;13999837/20000000;12384303/25000000
9281,771802817/100000000,3093;22776;42459,0;1027881/2500000;68941007/100000000
9284,32863653/20000000,3094;22777;42460,0;2700863/20000000;27626733/100000000
9287,88713947/20000000,3095;22778;42461,7160131/25000000;5162417/25000000;0
9290,840144989/100000000,3096;22779;42462,149059459/100000000;0;56409133/100000000
9293,399715483/100000000,3097;22780;42463,13425771/50000000;0;793707/25000000
9296,352214663/100000000,3098;22781;42464,0;1655379/25000000;6234093/50000000
9299,223488411/50000000,3099;22782;42465,51856701/100000000;0;89398941/100000000
9302,35500369/20000000,3100;22783;42466,0;1942267/50000000;6074263/50000000
9305,1489436617/100000000,3101;22784;42467,37157917/25000000;0;168786977/50000000
9308,652781183/100000000,3102;22785;42468,0;18640657/100000000;2936361/6250000
9311,134334383/100000000,3103;22786;42469,8940311/100000000;324557/6250000;0
9314,528885093/50000000,3104;22787;42470,0;3538569/10000000;77552467/100000000
9317,307911141/50000000,3105;22788;42471,0;20846533/100000000;8978959/12500000
9320,154273797/50000000,3106;22789;42472,75788497/100000000;14263497/100000000;0
9323,215593883/50000000,3107;22790;42473,0;3348199/5000000;2959061/10000000
9326,452005307/100000000,3108;22791;42474,12609543/100000000;427959/2000000;0
9329,171819147/25000000,3109;22792;42475,41502903/50000000;2720261/10000000;0
9332,5303099/781250,3110;22793;42476,14048237/12500000;0;31979009/50000000
9335,219588221/25000000,3111;22794;42477,39877619/50000000;0;6704063/25000000
9338,138231917/100000000,3112;22795;42478,54721/1250000;153317/6250000;0
9341,2347879843/100000000,3113;22796;42479,0;5792901/5000000;66742081/25000000
9344,103134983/20000000,3114;22797;42480,0;5441277/20000000;26871341/100000000
9347,88530299/50000000,3115;22798;42481,7553773/50000000;0;16009327/100000000
9350,36252477/12500000,3116;22799;42482,15412507/100000000;0;3271671/50000000
9353,298778089/50000000,3117;22800;42483,66866723/100000000;0;13807579/100000000
9356,184417739/100000000,3118;22801;42484,2893427/20000000;158457/50000000;0
9359,139954327/10000000,3119;22802;42485,18433187/25000000;0;42034579/25000000
9362,250260531/25000000,3120;22803;42486,3702311/6250000;11400833/25000000;0
9365,92866117/50000000,3121;22804;42487,0;8666023/100000000;305869/12500000
9368,301918757/50000000,3122;22805;42488,52736267/100000000;20650811/100000000;0
9371,409535593/50000000,3123;22806;42489,0;15703023/12500000;8315027/12500000
9374,30650807/10000000,3124;22807;42490,0;3358313/20000000;2567213/25000000
9377,107027641/20000000,3125;22808;42491,4056843/20000000;0;637009/4000000
9380,250160973/50000000,3126;22809;42492,23812321/50000000;0;1220003/10000000
9383,70084129/50000000,3127;22810;42493,1173403/50000000;601579/25000000;0
9386,2138675953/100000000,3128;22811;42494,24933429/50000000;0;109043431/100000000
9389,925044773/100000000,3129;22812;42495,0;377659/20000000;35275187/100000000
9392,150454489/100000000,3130;22813;42496,8569587/100000000;7374783/25000000;0
9395,776371063/50000000,3131;22814;42497,118819/25000000;0;308261/390625
9398,204490253/20000000,3132;22815;42498,11169283/6250000;9950129/100000000;0
9401,16109003/4000000,3133;22816;42499,32928941/100000000;30131693/100000000;0
9404,337112459/100000000,3134;22817;42500,41882453/100000000;0;30338479/100000000
9407,71609291/12500000,3135;22818;42501,435557/1000000;0;35101311/100000000
9410,128228849/50000000,3136;22819;42502,578639/50000000;33734811/100000000;0
9413,175363763/20000000,3137;22820;42503,96213389/100000000;17805307/50000000;0
9416,1823143451/100000000,3138;22821;42504,11894823/100000000;0;66328313/50000000
9419,29025807/25000000,3139;22822;42505,3701387/50000000;2373171/50000000;0
9422,1035259843/50000000,3140;22823;42506,45246263/50000000;221734993/100000000;0
9425,93813393/20000000,3141;22824;42507,4342399/12500000;0;4509053/50000000
9428,51878409/20000000,3142;22825;42508,3284859/20000000;0;4099157/12500000
9431,91713179/25000000,3143;22826;42509,17467009/100000000;0;1887/3125000
9434,227272719/50000000,3144;22827;42510,57325243/100000000;4754569/12500000;0
9437,5842783/3125000,3145;22828;42511,4141271/100000000;0;216637/100000000
9440,249032183/20000000,3146;22829;42512,0;74276529/50000000;96516787/50000000
9443,886485507/100000000,3147;22830;42513,26173133/50000000;0;22832121/20000000
9446,109471567/50000000,3148;22831;42514,7693063/20000000;7734537/50000000;0
9449,179954159/20000000,3149;22832;42515,30831389/50000000;0;3343743/20000000
9452,142019193/20000000,3150;22833;42516,0;1975017/50000000;1592323/100000000
9455,42125529/12500000,3151;22834;42517,34034/390625;0;2647851/20000000
9458,333865061/100000000,3152;22835;42518,2220989/12500000;0;6066219/100000000
9461,541035591/100000000,3153;22836;42519,37439811/100000000;0;1188313/10000000
9464,127482351/100000000,3154;22837;42520,0;1243119/50000000;1858997/50000000
9467,1127597249/50000000,3155;22838;42521,148656247/50000000;61431097/50000000;0
9470,475943549/50000000,3156;22839;42522,615647/10000000;63547921/100000000;0
9473,134658713/100000000,3157;22840;42523,16506263/100000000;5920413/100000000;0
9476,398546341/25000000,3158;22841;42524,4135039/25000000;253192551/100000000;0
9479,196581983/25000000,3159;22842;42525,665129/3125000;33376953/50000000;0
9482,380982689/100000000,3160;22843;42526,0;28005079/50000000;6599393/100000000
9485,665789697/100000000,3161;22844;42527,9214539/20000000;0;68951407/50000000
9488,177074143/50000000,3162;22845;42528,5863839/50000000;0;8981121/50000000
9491,246950519/100000000,3163;22846;42529,32362377/100000000;0;12508709/50000000
9494,568245099/100000000,3164;22847;42530,21328113/25000000;45561049/100000000;0
9497,256078913/20000000,3165;22848;42531,1307459/800000;137028119/100000000;0
9500,79955523/50000000,3166;22849;42532,16433533/100000000;726497/3125000;0
9503,516782507/50000000,3167;22850;42533,7509937/12500000;197877047/100000000;0
9506,10801183/1250000,3168;22851;42534,48775417/100000000;0;2492757/20000000
9509,194893973/100000000,3169;22852;42535,11806483/50000000;0;28375223/100000000
9512,271445077/100000000,3170;22853;42536,2046699/10000000;0;26797891/100000000
9515,1032512707/100000000,3171;22854;42537,51601923/20000000;77411853/100000000;0
9518,97543591/50000000,3172;22855;42538,1707101/20000000;0;1457539/10000000
9521,47122593/6250000,3173;22856;42539,0;179630153/100000000;80374893/100000000
9524,698310501/100000000,3174;22857;42540,47406021/100000000;0;17072027/100000000
9527,139058657/100000000,3175;22858;42541,6910259/100000000;2289087/100000000;0
9530,189235027/50000000,3176;22859;42542,0;13547679/50000000;8047459/12500000
9533,17645169/2500000,3177;22860;42543,35900699/50000000;6656783/10000000;0
9536,337840151/100000000,3178;22861;42544,0;14748721/25000000;500253/10000000
9539,499896679/100000000,3179;22862;42545,10544941/50000000;5219799/25000000;0
9542,448219487/100000000,3180;22863;42546,0;2766749/50000000;3950929/25000000
9545,216679941/100000000,3181;22864;42547,0;838577/100000000;27459071/100000000
9548,311162581/20000000,3182;22865;42548,331667/4000000;0;38585753/25000000
9551,620976599/100000000,3183;22866;42549,17191597/20000000;0;1207733/10000000
9554,7239951/4000000,3184;22867;42550,1486949/50000000;150393/6250000;0
9557,69524439/10000000,3185;22868;42551,1841487/25000000;73679639/100000000;0
9560,104961797/20000000,3186;22869;42552,0;8577451/100000000;10711607/100000000
9563,514677613/100000000,3187;22870;42553,1005687/5000000;2331993/2000000;0
9566,131275989/25000000,3188;22871;42554,493479/2000000;1131113/2500000;0
9569,261740229/50000000,3189;22872;42555,54758777/100000000;0;13641189/20000000
9572,349147901/100000000,3190;22873;42556,14071553/50000000;5164403/100000000;0
9575,760779329/100000000,3191;22874;42557,23797169/25000000;0;1074861/5000000
9578,1106629799/100000000,3192;22875;42558,77763269/50000000;72985609/50000000;0
9581,66493339/25000000,3193;22876;42559,0;16003633/100000000;9508827/25000000
9584,278293477/20000000,3194;22877;42560,97085557/100000000;12083607/3125000;0
9587,431402813/100000000,3195;22878;42561,0;48759127/100000000;245257/50000000
9590,115600329/50000000,3196;22879;42562,0;790863/25000000;965003/50000000
9593,320798483/100000000,3197;22880;42563,0;9627517/20000000;50545497/100000000
9596,363366227/100000000,3198;22881;42564,927339/4000000;0;28246139/100000000
9599,7667909/4000000,3199;22882;42565,3091639/12500000;0;23104487/50000000
9602,242870441/25000000,3200;22883;42566,58362629/20000000;0;49808733/100000000
9605,7708013/1250000,3201;22884;42567,358277/100000000;0;6366463/25000000
9608,245236133/100000000,3202;22885;42568,0;31855043/100000000;9582359/100000000
9611,30374711/5000000,3203;22886;42569,0;18111007/100000000;43144939/50000000
9614,609439309/50000000,3204;22887;42570,222043101/100000000;0;19148971/25000000
9617,44742483/25000000,3205;22888;42571,613271/50000000;1081057/20000000;0
9620,577515541/100000000,3206;22889;42572,0;16809923/100000000;13255561/25000000
9623,186442349/50000000,3207;22890;42573,0;12923547/50000000;3575621/50000000
9626,84288943/50000000,3208;22891;42574,0;2454363/50000000;1291297/10000000
9629,1345415101/100000000,3209;22892;42575,546409/20000000;0;54152939/25000000
9632,878117237/50000000,3210;22893;42576,13549797/25000000;207147881/50000000;0
9635,36242451/20000000,3211;22894;42577,0;23700991/100000000;3769449/50000000
9638,2609093353/50000000,3212;22895;42578,0;315744473/25000000;1113523/12500000
9641,694915851/100000000,3213;22896;42579,80846813/100000000;14597529/50000000;0
9644,395049889/100000000,3214;22897;42580,76528861/100000000;0;47155541/100000000
9647,411144057/100000000,3215;22898;42581,5637279/12500000;20698073/25000000;0
9650,47224911/10000000,3216;22899;42582,208543/2500000;0;57835763/100000000
9653,24219671/12500000,3217;22900;42583,5498571/50000000;1016957/25000000;0
9656,324612907/50000000,3218;22901;42584,0;9829913/12500000;4786019/25000000
9659,1743490353/100000000,3219;22902;42585,19207387/10000000;0;79885821/100000000
9662,154242709/100000000,3220;22903;42586,1176347/25000000;878449/10000000;0
9665,847366537/50000000,3221;22904;42587,85169933/50000000;0;65151349/100000000
9668,101112553/25000000,3222;22905;42588,0;8532233/100000000;17919189/50000000
9671,30779829/12500000,3223;22906;42589,4232999/20000000;3256499/100000000;0
9674,140272319/20000000,3224;22907;42590,17448711/25000000;83102263/50000000;0
9677,13102537/3125000,3225;22908;42591,20638421/50000000;0;1120767/2000000
9680,4662687/2500000,3226;22909;42592,7882769/100000000;0;10549251/50000000
9683,821374931/50000000,3227;22910;42593,0;48836529/100000000;71548529/25000000
9686,765915837/100000000,3228;22911;42594,144455821/100000000;4316461/25000000;0
9689,113612707/100000000,3229;22912;42595,393451/25000000;3158571/25000000;0
9692,335316657/50000000,3230;22913;42596,0;7903887/100000000;37522687/100000000
9695,22755187/2500000,3231;22914;42597,0;6774551/25000000;48533991/50000000
9698,168062843/50000000,3232;22915;42598,2043979/6250000;1066143/12500000;0
9701,391305511/100000000,3233;22916;42599,33006171/100000000;0;7444887/25000000
9704,136597013/25000000,3234;22917;42600,0;22916977/100000000;6472017/100000000
9707,6041277/4000000,3235;22918;42601,3993949/100000000;0;3483407/20000000
9710,828603243/50000000,3236;22919;42602,0;354607337/100000000;49914083/50000000
9713,981969293/100000000,3237;22920;42603,30545939/100000000;31933779/50000000;0
9716,142020047/100000000,3238;22921;42604,930553/25000000;2077531/100000000;0
9719,559741011/20000000,3239;22922;42605,177401403/50000000;547852157/100000000;0
9722,751906123/100000000,3240;22923;42606,0;62576161/100000000;3467759/10000000
9725,2810607/625000,3241;22924;42607,59337389/50000000;0;13477837/20000000
9728,716200113/100000000,3242;22925;42608,21980751/50000000;1847239/10000000;0
9731,504241029/100000000,3243;22926;42609,0;21835611/50000000;31814721/100000000
9734,138124201/50000000,3244;22927;42610,40584493/100000000;12339211/100000000;0
9737,448841577/50000000,3245;22928;42611,0;4839103/12500000;5469133/6250000
9740,460115991/20000000,3246;22929;42612,0;6066627/25000000;1561833/25000000
9743,31875059/25000000,3247;22930;42613,717639/12500000;2300551/25000000;0
9746,457318443/50000000,3248;22931;42614,0;55118113/25000000;105349511/50000000
9749,14387337/3125000,3249;22932;42615,0;5129623/100000000;6851107/25000000
9752,313346381/100000000,3250;22933;42616,821607/12500000;30394739/50000000;0
9755,240609299/100000000,3251;22934;42617,0;6348249/25000000;2340911/25000000
9758,182784079/25000000,3252;22935;42618,360131/6250000;0;1335687/6250000
