mode,row_kind,retarded_mode,auxiliary_mode,target,slack
1157,D2,4628,,14345371/10000000,104443069709/49647525210000000
1160,D3,4640,773,855424077/100000000,62162650239073086152969131271/4964752521000000000000000000000000
1163,D1,4652,1550,212721201/50000000,128828514594997471952617/20686468837500000000000000000
1166,D2,4664,,98301729/50000000,713528591191/248237626050000000
1169,D3,4676,779,2522931/800000,424793570406181995979494641/91939861500000000000000000000000
1172,D1,4688,1562,211415313/50000000,768966837335549037476297/124118813025000000000000000000
1175,D2,4700,,65011447/50000000,157404297371/82745875350000000
1178,D3,4712,785,860071487/100000000,3471107037442685779913130553/275819584500000000000000000000000
1181,D1,4724,1574,391925317/50000000,59363301797450246805637/5171617209375000000000000000
1184,D2,4736,,182695433/100000000,1326038063407/496475252100000000
1187,D3,4748,791,327423937/50000000,2978315826190325954448148789/310297032562500000000000000000000
1190,D1,4760,1586,55972181/10000000,339252885265625854486411/41372937675000000000000000000
1193,D2,4772,,43037539/20000000,313272114181/99295050420000000
1196,D3,4784,797,206318299/50000000,9994100155161627259870311271/1654917507000000000000000000000000
1199,D1,4796,1598,422414503/100000000,767256377901607712224417/124118813025000000000000000000
1202,D2,4808,,128737087/100000000,934770553673/496475252100000000
1205,D3,4820,803,829735351/100000000,60337301192007545209787262713/4964752521000000000000000000000000
1208,D1,4832,1610,627710291/50000000,228269952382216867318021/12411881302500000000000000000
1211,D2,4844,,5450347/2500000,13210475071/4137293767500000
1214,D3,4856,809,862466471/100000000,62730184062506879473624924223/4964752521000000000000000000000000
1217,D1,4868,1622,663011587/100000000,1205191902424946497125247/124118813025000000000000000000
1220,D2,4880,,41815161/10000000,101363076373/16549175070000000
1223,D3,4892,815,504368061/100000000,610468594993814287720903121/82745875350000000000000000000000
1226,D1,4904,1634,407537851/100000000,6862604520939258709069/1149248268750000000000000000
1229,D2,4916,,313105701/100000000,757873592593/165491750700000000
1232,D3,4928,821,160406617/25000000,46644398986333151190150672503/4964752521000000000000000000000000
1235,D1,4940,1646,1207654857/100000000,2194702582336618043244347/124118813025000000000000000000
1238,D2,4952,,25557517/20000000,185843749643/99295050420000000
1241,D3,4964,827,210934497/25000000,30671311922350859484343129133/2482376260500000000000000000000000
1244,D1,4976,1658,25278077/6250000,244974063163265052329723/41372937675000000000000000000
1247,D2,4988,,127727/62500,927750233/310297032562500
1250,D3,5000,833,405674491/100000000,7367965536197913421177078187/1241188130250000000000000000000000
1253,D1,5012,1670,320469297/50000000,129411833948670999519031/13790979225000000000000000000
1256,D2,5024,,12355439/3125000,89876688281/15514851628125000
1259,D3,5036,839,56556151/10000000,2571078253106038069495169549/310297032562500000000000000000000
1262,D1,5048,1682,343757589/50000000,138824700124264919957443/13790979225000000000000000000
1265,D2,5060,,124923149/100000000,101096776819/55163916900000000
1268,D3,5072,845,414385193/100000000,30096205590238850520605554877/4964752521000000000000000000000000
1271,D1,5084,1694,211836471/25000000,513261849731708939798113/41372937675000000000000000000
1274,D2,5096,,421406481/100000000,3066289511399/496475252100000000
1277,D3,5108,851,189736731/50000000,2300026257265192589500097021/413729376750000000000000000000000
1280,D1,5120,1706,490267883/100000000,17833979208389536502153/2482376260500000000000000000
1283,D2,5132,,158644849/100000000,1153983585671/496475252100000000
1286,D3,5144,857,92373037/12500000,26857376311027447659440103227/2482376260500000000000000000000000
1289,D1,5156,1718,770748871/100000000,11205324199794984811399/992950504200000000000000000
1292,D2,5168,,163795041/100000000,1189267951639/496475252100000000
1295,D3,5180,863,71897857/10000000,871110735529523772063518341/82745875350000000000000000000000
1298,D1,5192,1730,480536557/100000000,72771682271292298334551/10343234418750000000000000000
1301,D2,5204,,352728637/100000000,2565425356123/496475252100000000
1304,D3,5216,869,330015633/100000000,1596487180112977048090049017/330983501400000000000000000000000
1307,D1,5228,1742,97733409/20000000,44369856343954742633471/6205940651250000000000000000
1310,D2,5240,,72335633/20000000,58402791023/11032783380000000
1313,D3,5252,875,502957059/100000000,4565909899071322660343588657/620594065125000000000000000000000
1316,D1,5264,1754,1061403147/100000000,1929089941438246337979997/124118813025000000000000000000
1319,D2,5276,,68604047/50000000,499905947513/248237626050000000
1322,D3,5288,881,207944319/12500000,60487085148529232048070439459/2482376260500000000000000000000000
1325,D1,5300,1766,308518811/50000000,373871336367328574970533/41372937675000000000000000000
1328,D2,5312,,46698681/20000000,339217875199/99295050420000000
1331,D3,5324,887,27285943/10000000,3975144046703800768066803821/992950504200000000000000000000000
1334,D1,5336,1778,47747977/10000000,867813718310122616646793/124118813025000000000000000000
1337,D2,5348,,222275117/100000000,1615718680043/496475252100000000
1340,D3,5360,893,821769467/100000000,3733559345589620758983646993/310297032562500000000000000000000
1343,D1,5372,1790,4587141/800000,260523810642638636454691/31029703256250000000000000000
1346,D2,5384,,108236371/50000000,261937952903/82745875350000000
1349,D3,5396,899,30165249/6250000,35074868490796358935046917261/4964752521000000000000000000000000
1352,D1,5408,1802,792450681/100000000,1439774978189244206160211/124118813025000000000000000000
1355,D2,5420,,47610457/25000000,115594429301/41372937675000000
1358,D3,5432,905,360130529/100000000,2909976181544289497311375127/551639169000000000000000000000000
1361,D1,5444,1814,403127099/100000000,733286276361785049352019/124118813025000000000000000000
1364,D2,5456,,72899201/50000000,58939596031/27581958450000000
1367,D3,5468,911,2308018053/100000000,11184603035264383418326288643/330983501400000000000000000000000
1370,D1,5480,1826,494522603/50000000,224762226921132602076979/15514851628125000000000000000
1373,D2,5492,,21693333/20000000,157499357507/99295050420000000
1376,D3,5504,917,872817819/50000000,31734834392257484298549881969/1241188130250000000000000000000000
1379,D1,5516,1838,460224957/50000000,209174318810669405003393/15514851628125000000000000000
1382,D2,5528,,98401603/20000000,238558436279/33098350140000000
1385,D3,5540,923,176366521/50000000,4274318110698968387888391329/827458753500000000000000000000000
1388,D1,5552,1850,363192049/100000000,164945813935873020330469/31029703256250000000000000000
1391,D2,5564,,164902297/100000000,133116728807/55163916900000000
1394,D3,5576,929,570928789/100000000,288094702958381650951284517/34477448062500000000000000000000
1397,D1,5588,1862,631248483/50000000,229526548659900355929299/12411881302500000000000000000
1400,D2,5600,,128433809/100000000,311395205837/165491750700000000
1403,D3,5612,935,1507432843/100000000,109598305279039123825621803613/4964752521000000000000000000000000
1406,D1,5624,1874,21695953/5000000,394111972417823801432417/62059406512500000000000000000
1409,D2,5636,,243256879/100000000,196614906449/55163916900000000
1412,D3,5648,941,258560373/100000000,625137273925259851781804273/165491750700000000000000000000000
1415,D1,5660,1886,350543849/100000000,637151075277740418699353/124118813025000000000000000000
1418,D2,5672,,83610361/50000000,607043529919/248237626050000000
1421,D3,5684,947,259786973/25000000,75570139363373351359543154731/4964752521000000000000000000000000
1424,D1,5696,1898,415667523/50000000,151038029411025337741499/12411881302500000000000000000
1427,D2,5708,,43463559/25000000,316283117761/124118813025000000
1430,D3,5720,953,244628833/50000000,219354776164984415687425817/30646620500000000000000000000000
1433,D1,5732,1910,172671007/20000000,174333628051736697565439/13790979225000000000000000000
1436,D2,5744,,10587413/4000000,76985381827/19859010084000000
1439,D3,5756,959,280545337/100000000,3401016472622298114654050869/827458753500000000000000000000000
1442,D1,5768,1922,375563963/100000000,341834419190896129847629/62059406512500000000000000000
1445,D2,5780,,172612307/100000000,418422041351/165491750700000000
1448,D3,5792,965,11619359/1000000,9384372199205815403695438403/551639169000000000000000000000000
1451,D1,5804,1934,20304277/2500000,1476069962609403700788149/124118813025000000000000000000
1454,D2,5816,,25237999/20000000,183719754521/99295050420000000
1457,D3,5828,971,2353394107/100000000,11406872834049048651288679357/330983501400000000000000000000000
1460,D1,5840,1946,100910457/12500000,20379354734285518886609/1723872403125000000000000000
1463,D2,5852,,285645199/100000000,2074953203321/496475252100000000
1466,D3,5864,977,568549059/100000000,4591847419991164175594617541/551639169000000000000000000000000
1469,D1,5876,1958,104134959/25000000,94720581556007026625371/15514851628125000000000000000
1472,D2,5888,,8044279/4000000,58515122641/19859010084000000
1475,D3,5900,983,645433731/100000000,7818300736359689204118000487/827458753500000000000000000000000
1478,D1,5912,1970,51781829/6250000,94124842309852984684577/7757425814062500000000000000
1481,D2,5924,,20775039/12500000,5583365803/2298496537500000
1484,D3,5936,989,225905649/25000000,21900127270423331267561442703/1654917507000000000000000000000000
1487,D1,5948,1982,11672953/1562500,339464155133969009364869/31029703256250000000000000000
1490,D2,5960,,83545309/50000000,607724526011/248237626050000000
1493,D3,5972,995,120707169/50000000,17518808972765265142222001677/4964752521000000000000000000000000
1496,D1,5984,1994,61851241/12500000,11110943683153980756923/1532331025000000000000000000
1499,D2,5996,,54363351/25000000,394872742129/124118813025000000
1502,D3,6008,1001,699396061/100000000,8474890508239507952384346301/827458753500000000000000000000000
1505,D1,6020,2006,387589727/50000000,469530313704691609690649/41372937675000000000000000000
1508,D2,6032,,1068807/800000,2587295851/1323934005600000
1511,D3,6044,1007,8458741/2500000,1024775563414258816892564531/206864688375000000000000000000000
1514,D1,6056,2018,558377229/100000000,126870906654068663926901/15514851628125000000000000000
1517,D2,6068,,305542073/100000000,739867227989/165491750700000000
1520,D3,6080,1013,215252341/50000000,5222922133376431636203596183/827458753500000000000000000000000
1523,D1,6092,2030,80091507/20000000,364123310246661373961689/62059406512500000000000000000
1526,D2,6104,,61269429/50000000,446312019491/248237626050000000
1529,D3,6116,1019,172822631/20000000,12561353214239195795642645309/992950504200000000000000000000000
1532,D1,6128,2042,123667577/20000000,224760613117759247119913/24823762605000000000000000000
1535,D2,6140,,105259131/50000000,254936493583/82745875350000000
1538,D3,6152,1025,157460051/20000000,19073311432948042474506094847/1654917507000000000000000000000000
1541,D1,6164,2054,450110713/100000000,272580120025217262423791/41372937675000000000000000000
1544,D2,6176,,72188991/25000000,525344303689/124118813025000000
1547,D3,6188,1031,623561117/100000000,15103600845218371009754809019/1654917507000000000000000000000000
1550,D1,6200,2066,216389651/50000000,157298156998089534718309/24823762605000000000000000000
1553,D2,6212,,395195957/100000000,2874595242403/496475252100000000
1556,D3,6224,1037,179843379/25000000,13064600690607144094047891313/1241188130250000000000000000000000
1559,D1,6236,2078,744956227/100000000,1354101401329318811393519/124118813025000000000000000000
1562,D2,6248,,165278207/100000000,1203530390153/496475252100000000
1565,D3,6260,1043,853696467/50000000,24822363667693843186100653873/992950504200000000000000000000000
1568,D1,6272,2090,368146243/100000000,697202236830825868907/129290430234375000000000000
1571,D2,6284,,259795603/100000000,1888261034837/496475252100000000
1574,D3,6296,1049,74324011/25000000,3592786670558517653755592599/827458753500000000000000000000000
1577,D1,6308,2102,366610599/100000000,221884910744286135401017/41372937675000000000000000000
1580,D2,6320,,48313833/25000000,351014077007/124118813025000000
1583,D3,6332,1055,190325017/25000000,27667896313139271810360533191/2482376260500000000000000000000000
1586,D1,6344,2114,528037441/100000000,59968017341542726994963/7757425814062500000000000000
1589,D2,6356,,351954861/100000000,284152449491/55163916900000000
1592,D3,6368,1061,294517887/50000000,158539636394362402658158097/18387972300000000000000000000000
1595,D1,6380,2126,110100109/10000000,500431784205147063480961/31029703256250000000000000000
1598,D2,6392,,7473721/4000000,54327999359/19859010084000000
1601,D3,6404,1067,248130467/50000000,18042500181755289427481545897/2482376260500000000000000000000000
1604,D1,6416,2138,378836883/100000000,86015225761600433144231/15514851628125000000000000000
